event_id,row_id,acq_date,acq_time,acq_datetime,daynight,latitude,longitude,satellite,instrument,firms_confidence,frp,brightness,bright_t31,brightness_difference,is_day,is_stubble_burning_season,grid_detection_count,grid_active_days,persistent_location_flag,grid_total_frp,high_frp_flag_local,brightness_zscore_local,predicted_class,probability_agricultural_burning,probability_industrial_thermal_activity,probability_natural_wildfire_other,max_probability,ml_confidence,osm_coverage_status,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,distance_to_facility_m,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,nearest_hr_category,nearest_hr_name,distance_to_higher_relevance_m,landcover_code,landcover_class,pre_observation_status,post_observation_status,s2_change_status,selected_pre_image_date,selected_post_image_date,s2_pre_feature_status,s2_post_feature_status,s2_pre_ndvi_mean,s2_post_ndvi_mean,s2_dnbr_mean,has_human_validation,human_validation_status,human_ground_truth_class,is_unambiguous_ground_truth,inference_timestamp,model_version,model_sha256,data_source_version
FIRMS_TN_0010,10,2024-11-04,2025,2024-11-04T20:00,N,13.06476,80.18575,N20,VIIRS,n,2.09,306.06,293.85,12.20999999999998,0,1,7,6,1,5.2,1,0.8432999916520072,Industrial Thermal Activity,0.0513,0.9184,0.0303,0.9184,HIGH,FAILED_TILE,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,103295.15465757216,0,0,0,Mining & Quarry,,107952.30089597564,50,Built-up,CLOUD_REJECTED,CLOUD_REJECTED,MISSING_PRE,2024-10-31T04:59:41.024000Z,2024-11-05T04:59:09.024000Z,ALL_PIXELS_MASKED,SUCCESS,,0.282532839600438,,True,VERIFIED,Persistent Industrial Thermal Source,True,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0011,11,2024-11-05,730,2024-11-05T07:00,D,9.29705,79.31593,N20,VIIRS,n,2.52,329.73,295.11,34.620000000000005,1,1,1,1,0,2.52,0,0.7457515795855557,Agricultural Burning,0.4944,0.0292,0.4765,0.4944,LOW,COVERED,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,1689.756786660581,0,0,1,Power Plant,,29806.93894879125,30,Grassland,CLOUD_REJECTED,REAL_CDSE_SUCCESS,INSUFFICIENT_VALID_DATA,2024-10-31T04:59:41.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.3509343036677397,0.4021526703428703,,True,VERIFIED,REVIEW_REQUIRED,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0012,12,2024-11-05,730,2024-11-05T07:00,D,13.2005,79.68807,N20,VIIRS,n,3.07,331.87,298.38,33.49000000000001,1,1,1,1,0,3.07,0,0.8845115438091596,Natural / Wildfire / Other,0.3263,0.0068,0.6669,0.6669,MEDIUM,FAILED_TILE,,Mining,Mining & Quarry,HIGHER_RELEVANCE,112917.72411944935,0,0,0,Mining & Quarry,,112917.72411944935,30,Grassland,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-10-31T04:59:41.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.5293165011284887,0.5383696587618777,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0013,13,2024-11-05,730,2024-11-05T07:00,D,12.7964,79.38124,N20,VIIRS,n,2.81,334.25,294.0,40.25,1,1,1,1,0,2.81,0,1.0388333731793369,Agricultural Burning,0.7382,0.02,0.2418,0.7382,MEDIUM,FAILED_TILE,Rajanthangal,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,75113.59616349725,0,0,0,Manufacturing & Industrial Works,Sree Amman Transformer Works,76054.15015622247,40,Cropland,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-10-31T04:59:41.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.4669496530780666,0.5966452143889684,,True,VERIFIED,Agricultural Burning,True,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0014,14,2024-11-05,730,2024-11-05T07:00,D,11.71039,79.35712,N20,VIIRS,n,2.31,331.85,297.89,33.96000000000004,1,1,1,1,0,2.31,0,0.883214721713613,Natural / Wildfire / Other,0.2666,0.0357,0.6977,0.6977,MEDIUM,COVERED,Tirunavalur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,8712.110941951185,0,0,0,Mining & Quarry,,16822.24780096521,10,Tree cover,REAL_CDSE_SUCCESS,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-10-26T04:58:19.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.5098808977258094,0.5109381095340828,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0015,15,2024-11-05,730,2024-11-05T07:00,D,10.65226,78.76717,N20,VIIRS,n,7.76,336.8,295.25,41.55000000000001,1,1,1,1,0,7.76,1,1.2041781903616702,Agricultural Burning,0.6416,0.1545,0.2039,0.6416,MEDIUM,COVERED,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,210.5924139308873,1,1,1,Power Plant,,4298.344321437069,30,Grassland,REAL_CDSE_SUCCESS,MISSING_PRODUCT,MISSING_POST,2024-10-29T05:08:39.024000Z,,SUCCESS,,0.3649248091093781,,,True,VERIFIED,Agricultural Burning,True,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0016,16,2024-11-05,730,2024-11-05T07:00,D,10.44508,79.01453,N20,VIIRS,n,4.65,338.77,296.08,42.69,1,1,2,2,0,8.72,0,1.3319151667731175,Agricultural Burning,0.7773,0.025,0.1977,0.7773,HIGH,COVERED,Malaiyur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,2312.042233464192,0,0,0,Power Plant,Killanur A,20487.657911185008,40,Cropland,REAL_CDSE_SUCCESS,REAL_CDSE_SUCCESS,SUCCESS,2024-10-26T04:58:19.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.4461489257019376,0.5249035847573008,0.0168928228786616,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0017,17,2024-11-05,2004,2024-11-05T20:00,N,13.39262,80.10134,N20,VIIRS,n,1.09,309.67,294.2,15.470000000000027,0,1,21,10,1,22.85,0,0.7154187972303154,Industrial Thermal Activity,0.0171,0.9451,0.0378,0.9451,HIGH,FAILED_TILE,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,137472.3642904896,0,0,0,Mining & Quarry,,139036.827665887,20,Shrubland,CLOUD_REJECTED,CLOUD_REJECTED,MISSING_PRE,2024-10-31T04:59:41.024000Z,2024-11-10T05:00:31.024000Z,ALL_PIXELS_MASKED,SUCCESS,,0.389679607162106,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0018,18,2024-11-05,2004,2024-11-05T20:00,N,13.39318,80.0746,N20,VIIRS,n,0.93,307.13,293.17,13.95999999999998,0,1,5,3,1,2.66,0,0.3525578115544289,Industrial Thermal Activity,0.1594,0.6273,0.2132,0.6273,MEDIUM,FAILED_TILE,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,137211.4624235174,0,0,0,Mining & Quarry,,138352.9746446315,10,Tree cover,CLOUD_REJECTED,CLOUD_REJECTED,MISSING_PRE,2024-10-31T04:59:41.024000Z,2024-11-10T05:00:31.024000Z,ALL_PIXELS_MASKED,SUCCESS,,0.4655857558453559,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0019,19,2024-11-05,2004,2024-11-05T20:00,N,13.16125,80.28574,N20,VIIRS,n,2.17,306.53,294.31,12.21999999999997,0,1,23,13,1,29.58,0,0.0667361419803276,Industrial Thermal Activity,0.006,0.964,0.03,0.964,HIGH,FAILED_TILE,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,116662.3629248224,0,0,0,Mining & Quarry,,122399.52088019278,50,Built-up,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-10-31T04:59:41.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.3321913923938024,0.2564182185087886,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0020,20,2024-11-05,2004,2024-11-05T20:00,N,12.64997,77.90159,N20,VIIRS,n,0.53,303.67,290.7,12.970000000000027,0,1,2,2,0,6.23,0,-0.9440076109131084,Agricultural Burning,0.4694,0.164,0.3666,0.4694,LOW,FAILED_TILE,Palavadi,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,56594.30644426172,0,0,0,"Oil, Gas & Chemical",HPCL Dharmapuri Terminal,73025.59506710271,20,Shrubland,REAL_CDSE_SUCCESS,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-11-03T05:09:51.024000Z,2024-11-08T05:09:29.024000Z,SUCCESS,SUCCESS,0.677962902159133,0.5825238969074251,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0021,21,2024-11-05,2004,2024-11-05T20:00,N,12.65149,77.90409,N20,VIIRS,n,0.73,307.14,290.66,16.47999999999996,0,1,4,3,1,4.51,0,-0.719008977335583,Agricultural Burning,0.3964,0.3719,0.2317,0.3964,LOW,FAILED_TILE,Palavadi,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,56674.71897683146,0,0,0,"Oil, Gas & Chemical",HPCL Dharmapuri Terminal,73100.40475847271,20,Shrubland,REAL_CDSE_SUCCESS,CLOUD_REJECTED,MISSING_POST,2024-11-03T05:09:51.024000Z,2024-11-08T05:09:29.024000Z,SUCCESS,ALL_PIXELS_MASKED,0.6793028087763049,,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0022,22,2024-11-05,2004,2024-11-05T20:00,N,11.18193,79.09972,N20,VIIRS,n,0.89,305.49,293.98,11.509999999999993,0,1,20,10,1,18.59,0,0.0282865647707813,Industrial Thermal Activity,0.0181,0.9719,0.01,0.9719,HIGH,COVERED,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,425.9234002300185,1,1,1,Power Plant,,726.5055409951971,50,Built-up,REAL_CDSE_SUCCESS,REAL_CDSE_SUCCESS,SUCCESS,2024-10-29T05:08:39.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.483069811194774,0.4697372458297184,0.0356913811457256,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0023,23,2024-11-06,852,2024-11-06T08:00,D,10.44399,79.01185,N20,VIIRS,n,4.07,329.26,296.96,32.30000000000001,1,1,2,2,0,8.72,0,0.7152762603401828,Natural / Wildfire / Other,0.4537,0.0267,0.5196,0.5196,MEDIUM,COVERED,Malaiyur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,2528.538019187664,0,0,0,Power Plant,Killanur A,20356.00481041904,20,Shrubland,CLOUD_REJECTED,REAL_CDSE_SUCCESS,INSUFFICIENT_VALID_DATA,2024-11-05T04:59:09.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.4273031277217335,0.5115402424586684,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0024,24,2024-11-06,1946,2024-11-06T19:00,N,13.08217,79.97812,N20,VIIRS,n,1.13,305.51,289.63,15.879999999999995,0,1,10,7,1,14.08,0,-0.2982864233559958,Industrial Thermal Activity,0.0523,0.9302,0.0175,0.9302,HIGH,FAILED_TILE,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,101985.06707114771,0,0,0,Mining & Quarry,,102274.13757400696,20,Shrubland,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-11-05T04:59:09.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.4016145953985809,0.5223659929018374,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0025,25,2024-11-06,1946,2024-11-06T19:00,N,13.08157,79.98259,N20,VIIRS,n,1.15,306.65,289.54,17.109999999999957,0,1,11,5,1,15.69,0,-0.1582547590843645,Industrial Thermal Activity,0.0832,0.8602,0.0566,0.8602,HIGH,FAILED_TILE,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,101935.61816199872,0,0,0,Mining & Quarry,,102322.75733163155,30,Grassland,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-11-05T04:59:09.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.4253815154012786,0.5110944624574478,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0026,26,2024-11-08,813,2024-11-08T08:00,D,12.11268,79.59145,N20,VIIRS,n,4.24,332.93,300.65,32.28000000000003,1,1,1,1,0,4.24,0,0.9532431148731882,Agricultural Burning,0.5853,0.044,0.3707,0.5853,MEDIUM,COVERED,Chendur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1661.525391031482,0,0,1,Manufacturing & Industrial Works,Sree Amman Transformer Works,4042.149981233176,40,Cropland,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-11-05T04:59:09.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.5545461300999341,0.5849432608515034,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0027,27,2024-11-08,2048,2024-11-08T20:00,N,12.97006,79.91603,N20,VIIRS,n,1.46,320.27,278.03,42.24000000000001,0,1,2,2,0,2.61,0,0.1323547283914872,Agricultural Burning,0.4381,0.2648,0.2972,0.4381,LOW,FAILED_TILE,,Mining,Mining & Quarry,HIGHER_RELEVANCE,88663.06726286904,0,0,0,Mining & Quarry,,88663.06726286904,30,Grassland,CLOUD_REJECTED,CLOUD_REJECTED,INSUFFICIENT_VALID_DATA,2024-11-05T04:59:09.024000Z,2024-11-10T05:00:31.024000Z,SUCCESS,SUCCESS,0.5095138782437829,0.3789472312587389,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
FIRMS_TN_0028,28,2024-11-08,2048,2024-11-08T20:00,N,11.81808,77.91673,N20,VIIRS,n,1.01,300.71,281.62,19.08999999999997,0,1,43,20,1,64.3,0,-1.0501712849845417,Industrial Thermal Activity,0.0031,0.9969,0.0,0.9969,HIGH,COVERED,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,328.35658889246344,1,1,1,Steel / Metallurgy,JSW Steel Plant,430.54852234929126,50,Built-up,CLOUD_REJECTED,MISSING_PRODUCT,MISSING_BOTH,2024-10-29T05:08:39.024000Z,,ALL_PIXELS_MASKED,,,,,False,UNREVIEWED,,False,2026-09-06T17:19:14Z,phase_5_ml_handoff/final_model.joblib,5909bb546fc55aeffd37b7bb601e96718709fe685e987705b246bb2963279798,phase_4b_ground_truth_v1
