event_id,latitude,longitude,acq_date,candidate_priority,landcover_class,frp,processing_status,is_real_cdse_data,failure_reason,aoi_dimensions_m,raster_dimensions_px,bands_requested,selected_pre_image_date,pre_product_id,pre_product_name,pre_tile_id,pre_cloud_cover_catalogue,pre_observation_status,pre_observation_failure_reason,selected_post_image_date,post_product_id,post_product_name,post_tile_id,post_cloud_cover_catalogue,post_observation_status,post_observation_failure_reason,pre_obs_date,pre_raster_dimensions,pre_bands_requested,s2_pre_spectral_valid_pixels,s2_pre_spectral_valid_pct,s2_pre_feature_status,post_obs_date,post_raster_dimensions,post_bands_requested,s2_post_spectral_valid_pixels,s2_post_spectral_valid_pct,s2_post_feature_status,s2_pre_total_pixels,s2_post_total_pixels,s2_pre_ndvi_mean,s2_post_ndvi_mean,s2_pre_ndvi_median,s2_post_ndvi_median,s2_pre_ndvi_std,s2_post_ndvi_std,s2_pre_ndvi_min,s2_post_ndvi_min,s2_pre_ndvi_max,s2_post_ndvi_max,s2_pre_nbr_mean,s2_post_nbr_mean,s2_pre_nbr_median,s2_post_nbr_median,s2_pre_nbr_std,s2_post_nbr_std,s2_pre_nbr_min,s2_post_nbr_min,s2_pre_nbr_max,s2_post_nbr_max,s2_pre_ndwi_mean,s2_post_ndwi_mean,s2_pre_ndwi_median,s2_post_ndwi_median,s2_pre_ndwi_std,s2_post_ndwi_std,s2_pre_ndwi_min,s2_post_ndwi_min,s2_pre_ndwi_max,s2_post_ndwi_max,s2_pre_swir_ratio_mean,s2_post_swir_ratio_mean,s2_pre_swir_ratio_median,s2_post_swir_ratio_median,s2_pre_swir_ratio_std,s2_post_swir_ratio_std,s2_pre_b04_mean,s2_post_b04_mean,s2_pre_b08_mean,s2_post_b08_mean,s2_pre_b11_mean,s2_post_b11_mean,s2_pre_b12_mean,s2_post_b12_mean,s2_change_status,s2_change_failure_reason,s2_dndvi_mean,s2_abs_dndvi_mean,s2_dndvi_median,s2_abs_dndvi_median,s2_dnbr_mean,s2_abs_dnbr_mean,s2_dnbr_median,s2_abs_dnbr_median,s2_dndwi_mean,s2_abs_dndwi_mean,s2_dndwi_median,s2_abs_dndwi_median,s2_dswir_ratio_mean,s2_abs_dswir_ratio_mean,s2_dswir_ratio_median,s2_abs_dswir_ratio_median
FIRMS_TN_0010,13.06476,80.18575,2024-11-04,MEDIUM,Built-up,2.09,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0011,9.29705,79.31593,2024-11-05,MEDIUM,Grassland,2.52,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0012,13.2005,79.68807,2024-11-05,MEDIUM,Grassland,3.07,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0013,12.7964,79.38124,2024-11-05,MEDIUM,Cropland,2.81,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0014,11.71039,79.35712,2024-11-05,LOW,Tree cover,2.31,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0015,10.65226,78.76717,2024-11-05,HIGH,Grassland,7.76,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0016,10.44508,79.01453,2024-11-05,MEDIUM,Cropland,4.65,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0017,13.39262,80.10134,2024-11-05,MEDIUM,Shrubland,1.09,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0018,13.39318,80.0746,2024-11-05,LOW,Tree cover,0.93,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0019,13.16125,80.28574,2024-11-05,MEDIUM,Built-up,2.17,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0020,12.64997,77.90159,2024-11-05,LOW,Shrubland,0.53,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0021,12.65149,77.90409,2024-11-05,LOW,Shrubland,0.73,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0022,11.18193,79.09972,2024-11-05,MEDIUM,Built-up,0.89,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0023,10.44399,79.01185,2024-11-06,MEDIUM,Shrubland,4.07,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0024,13.08217,79.97812,2024-11-06,MEDIUM,Shrubland,1.13,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0025,13.08157,79.98259,2024-11-06,MEDIUM,Grassland,1.15,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0026,12.11268,79.59145,2024-11-08,MEDIUM,Cropland,4.24,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0027,12.97006,79.91603,2024-11-08,MEDIUM,Grassland,1.46,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0028,11.81808,77.91673,2024-11-08,HIGH,Built-up,1.01,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0029,11.81653,77.91456,2024-11-08,HIGH,Tree cover,1.23,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0030,11.18483,79.0995,2024-11-08,HIGH,Built-up,0.85,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0031,13.16331,80.28699,2024-11-08,MEDIUM,Built-up,0.96,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0032,13.08252,79.97832,2024-11-08,MEDIUM,Shrubland,0.91,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0033,12.96966,79.91622,2024-11-08,MEDIUM,Cropland,1.12,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0034,11.38716,78.70573,2024-11-09,MEDIUM,Cropland,2.52,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
FIRMS_TN_0035,11.39555,77.11979,2024-11-09,MEDIUM,Grassland,4.78,AUTH_REQUIRED,False,CDSE OAuth2 credentials not configured in environment.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,,,,,AUTH_REQUIRED,CDSE OAuth2 credentials not configured in environment.,,50x50,"SCL, B04, B08, B11, B12",,,,,50x50,"SCL, B04, B08, B11, B12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_INPUT,Both pre_features and post_features are None.,,,,,,,,,,,,,,,,
