event_id,row_id,acq_date,acq_time,acq_datetime,latitude,longitude,satellite,satellite_source,instrument,frp,brightness,bright_t31,brightness_difference,frp_brightness_ratio,log_frp,confidence,confidence_numeric,daynight,is_day,is_forest_fire_season,is_stubble_burning_season,grid_detection_count,grid_active_days,persistent_location_flag,grid_total_frp,grid_brightness_mean,high_brightness_flag_local,high_frp_flag_local,brightness_zscore_local,frp_zscore_local,landcover_code,landcover_class,osm_coverage_status,distance_to_facility_m,distance_to_facility_km,nearest_facility_osm_id,nearest_facility_osm_type,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,near_industrial_10000m,distance_to_higher_relevance_m,distance_to_higher_relevance_km,nearest_hr_osm_id,nearest_hr_name,nearest_hr_category,near_higher_relevance_500m,near_higher_relevance_1000m,near_higher_relevance_2000m,near_higher_relevance_5000m,near_higher_relevance_10000m,candidate_priority_score,candidate_priority,is_spatial_duplicate,selection_rationale,ground_truth_status,weak_label,epoch_day,processing_status,is_real_cdse_data,failure_reason,aoi_dimensions_m,raster_dimensions_px,bands_requested,selected_pre_image_date,pre_product_id,pre_product_name,pre_tile_id,pre_cloud_cover_catalogue,pre_observation_status,pre_observation_failure_reason,selected_post_image_date,post_product_id,post_product_name,post_tile_id,post_cloud_cover_catalogue,post_observation_status,post_observation_failure_reason,pre_obs_date,pre_raster_dimensions,pre_bands_requested,s2_pre_spectral_valid_pixels,s2_pre_spectral_valid_pct,s2_pre_feature_status,pre_bbox_wgs84,pre_download_bytes,post_obs_date,post_raster_dimensions,post_bands_requested,s2_post_spectral_valid_pixels,s2_post_spectral_valid_pct,s2_post_feature_status,post_bbox_wgs84,post_download_bytes,s2_pre_total_pixels,s2_post_total_pixels,s2_pre_ndvi_mean,s2_post_ndvi_mean,s2_pre_ndvi_median,s2_post_ndvi_median,s2_pre_ndvi_std,s2_post_ndvi_std,s2_pre_ndvi_min,s2_post_ndvi_min,s2_pre_ndvi_max,s2_post_ndvi_max,s2_pre_nbr_mean,s2_post_nbr_mean,s2_pre_nbr_median,s2_post_nbr_median,s2_pre_nbr_std,s2_post_nbr_std,s2_pre_nbr_min,s2_post_nbr_min,s2_pre_nbr_max,s2_post_nbr_max,s2_pre_ndwi_mean,s2_post_ndwi_mean,s2_pre_ndwi_median,s2_post_ndwi_median,s2_pre_ndwi_std,s2_post_ndwi_std,s2_pre_ndwi_min,s2_post_ndwi_min,s2_pre_ndwi_max,s2_post_ndwi_max,s2_pre_swir_ratio_mean,s2_post_swir_ratio_mean,s2_pre_swir_ratio_median,s2_post_swir_ratio_median,s2_pre_swir_ratio_std,s2_post_swir_ratio_std,s2_pre_b04_mean,s2_post_b04_mean,s2_pre_b08_mean,s2_post_b08_mean,s2_pre_b11_mean,s2_post_b11_mean,s2_pre_b12_mean,s2_post_b12_mean,s2_change_status,s2_change_failure_reason,s2_dndvi_mean,s2_abs_dndvi_mean,s2_dndvi_median,s2_abs_dndvi_median,s2_dnbr_mean,s2_abs_dnbr_mean,s2_dnbr_median,s2_abs_dnbr_median,s2_dndwi_mean,s2_abs_dndwi_mean,s2_dndwi_median,s2_abs_dndwi_median,s2_dswir_ratio_mean,s2_abs_dswir_ratio_mean,s2_dswir_ratio_median,s2_abs_dswir_ratio_median
FIRMS_TN_0524,524,2025-01-01,2014,2025-01-01T20:00,11.81723,77.91619,N,VIIRS_SUOMI_NPP,VIIRS,2.82,328.89,292.56,36.329999999999984,0.0085742953571102,1.3402504226184837,n,1.0,N,0,0,0,43,8,1,64.3,308.93627906976747,1,0,2.547302926609504,1.8761170191229888,50,Built-up,COVERED,360.06439986185734,0.3600643998618573,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,375.548055627552,0.3755480556275519,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,0.5384974692356691,HIGH,False,Within 500 m of CAUTION_LOWER_RELEVANCE facility: Substation & Electrical Infrastructure; Moderate FRP=2.8 MW; Recurring detection (8 active days); Landcover=Built-up,UNVERIFIED,Other/Unclassified,366,CLOUD_REJECTED,True,Both pre and post observations rejected due to cloud/shadow cover.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-23T05:12:31.024000Z,effc73fc-670f-47e6-ae7f-2aea916ba71f,S2A_MSIL2A_20241223T051231_N0511_R019_T43PHP_20241223T084549.SAFE,T43PHP,39.632958,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),2025-01-07T05:11:19.024000Z,553cddbd-c91c-4f47-9e42-44bffdd6b831,S2B_MSIL2A_20250107T051119_N0511_R019_T43PHP_20250107T080132.SAFE,T43PHP,35.264638,CLOUD_REJECTED,Valid surface pixel coverage too low: 35.5% (threshold: 70.0%),2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[77.91160,11.81274,77.92078,11.82172]",21176.0,2025-01-07T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",887.0,35.48,SUCCESS,"[77.91160,11.81274,77.92078,11.82172]",19095.0,2500.0,2500.0,,0.40845119278154396,,0.44210162461113034,,0.22324050636679973,,-0.13744588744588745,,0.7992565055762082,,0.23102498679735642,,0.25989138867339023,,0.2301139349221892,,-0.5182834693260804,,0.694026226323458,,0.0957404220999803,,0.1154299175500589,,0.1488174036075493,,-0.4763469119579501,,0.4485049833887043,,0.7582297316874123,,0.7397188964081207,,0.16614590456978653,,906.1612175873731,,2267.958286358512,,1835.0394588500565,,1410.1048478015784,MISSING_PRE,Pre Step 3A features are unusable (status: ALL_PIXELS_MASKED).,,,,,,,,,,,,,,,,
FIRMS_TN_0001,1,2024-11-02,826,2024-11-02T08:00,9.29417,79.06924,N20,VIIRS_N20,VIIRS,5.15,338.83,289.06,49.76999999999998,0.0151993625121742,1.8164520818184269,n,1.0,D,1,0,1,2,1,0,10.56,337.935,0,0,1.3358056330597607,1.2420223292711734,10,Tree cover,COVERED,2826.685458137604,2.826685458137604,11850487562,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,1,1,2826.685458137604,2.826685458137604,11850487562,,Power Plant,0,0,0,1,1,0.5224122575748802,HIGH,False,Within 5 km of HIGHER_RELEVANCE facility: Power Plant; High FRP=5.2 MW; Landcover=Tree cover,UNVERIFIED,Other/Unclassified,306,PARTIAL_POST_ONLY,True,Post successful; pre unavailable: CLOUD_REJECTED (Valid surface pixel coverage too low: 33.8% (threshold: 70.0%)),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-10-31T04:59:41.024000Z,95a3c91d-8b60-4d1e-a0cd-6cc7a520a7ca,S2A_MSIL2A_20241031T045941_N0511_R119_T44PKR_20241031T090153.SAFE,T44PKR,29.073372,CLOUD_REJECTED,Valid surface pixel coverage too low: 33.8% (threshold: 70.0%),2024-11-05T04:59:09.024000Z,d3f1d7f5-1ef2-4f47-9a87-02c6c5ab5104,S2B_MSIL2A_20241105T045909_N0511_R119_T44PKR_20241105T072318.SAFE,T44PKR,24.038155,REAL_CDSE_SUCCESS,,2024-10-31T04:59:41.024000Z,50x50,"SCL, B04, B08, B11, B12",844.0,33.76,SUCCESS,"[79.06469,9.28968,79.07379,9.29866]",20596.0,2024-11-05T04:59:09.024000Z,50x50,"SCL, B04, B08, B11, B12",2500.0,100.0,SUCCESS,"[79.06469,9.28968,79.07379,9.29866]",20067.0,2500.0,2500.0,0.2516461318155794,0.33294960503498694,0.22161380683584736,0.3117695503122492,0.18491567331973238,0.26620077460661157,-0.5073446327683616,-1.0,0.7739703459637561,0.9758308157099698,0.07635195849395279,0.08188569366914791,0.05680990764374577,0.05331085155794121,0.13807247938898115,0.1982077689835075,-0.3573923166472643,-1.0,0.6344869459623558,0.6995192307692307,-0.03327923639668819,-0.026995052675629985,-0.046653533144885656,-0.03256422035818679,0.09885033404219302,0.15262927798820175,-0.41935483870967744,-1.0,0.3878077071787602,0.5010615711252654,0.8032033050434357,0.805916001538378,0.8142657980370545,0.8221405225555116,0.08357896359717588,0.1179030756519971,2273.85663507109,1858.0552,3802.5604265402844,3519.4976,4125.678909952607,3697.7092,3373.0687203791467,3049.1216,INSUFFICIENT_VALID_DATA,"Valid pixel coverage too low: pre=33.8%, post=100.0% (threshold=70.0%).",,,,,,,,,,,,,,,,
FIRMS_TN_0549,549,2025-01-05,805,2025-01-05T08:00,11.67086,79.1691,N,VIIRS_SUOMI_NPP,VIIRS,9.79,343.24,304.07,39.170000000000016,0.0285223167462999,2.378619779270043,n,1.0,D,1,0,0,2,1,0,14.96,341.135,0,1,1.6217549051280322,3.275019032170753,40,Cropland,COVERED,3963.767427816255,3.963767427816255,1119090151,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,1,1,3963.767427816255,3.963767427816255,1119090151,,Mining & Quarry,0,0,0,1,1,0.5083128770109774,HIGH,False,Within 5 km of HIGHER_RELEVANCE facility: Mining & Quarry; High FRP=9.8 MW; Landcover=Cropland,UNVERIFIED,Other/Unclassified,370,CLOUD_REJECTED,True,Pre cloud-rejected (Valid surface pixel coverage too low: 5.6% (threshold: 70.0%)); post: MISSING_PRODUCT,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2025-01-04T05:01:19.024000Z,bfb18f50-c428-46a3-8325-80798e15cd44,S2B_MSIL2A_20250104T050119_N0511_R119_T44PLT_20250104T132122.SAFE,T44PLT,13.576193,CLOUD_REJECTED,Valid surface pixel coverage too low: 5.6% (threshold: 70.0%),,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2025-01-04T05:01:19.024000Z,50x50,"SCL, B04, B08, B11, B12",141.0,5.64,SUCCESS,"[79.16451,11.66637,79.17369,11.67535]",20902.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,0.5806132876534368,,0.59879939969985,,0.0728998875948899,,0.34529607792873623,,0.6793355147243896,,0.37032759813672717,,0.37957911145752143,,0.14754569861761307,,-0.02257373537650354,,0.6525821596244131,,0.13651033269389512,,0.14586994727592267,,0.11969763879490193,,-0.17347080953044447,,0.3904899135446686,,0.5982964561246702,,0.5971479500891266,,0.07149757853504565,,746.5531914893617,,2799.31914893617,,2217.659574468085,,1362.340425531915,,MISSING_POST,Post Step 3A features are unusable (status: NONE).,,,,,,,,,,,,,,,,
FIRMS_TN_0122,122,2024-12-10,813,2024-12-10T08:00,9.84554,78.02377,N20,VIIRS_N20,VIIRS,6.79,339.41,297.28,42.13000000000005,0.0200053033204678,2.052840859882657,n,1.0,D,1,0,0,2,1,0,9.7,337.36,0,0,1.373413473830647,1.9605815087443008,40,Cropland,COVERED,898.1800863695421,0.898180086369542,990641684,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,1,1,1,1,2097.0991164475668,2.0970991164475667,1283314813,,Manufacturing & Industrial Works,0,0,0,1,1,0.5243021922750343,HIGH,False,Within 2 km of GENERAL_CONTEXT facility: Industrial Area / Zone; High FRP=6.8 MW; Landcover=Cropland,UNVERIFIED,Other/Unclassified,344,PARTIAL_POST_ONLY,True,Post successful; pre unavailable: MISSING_PRODUCT (No usable pre-event product was matched in catalogue search.),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,MISSING_PRODUCT,No usable pre-event product was matched in catalogue search.,2024-12-18T05:11:29.024000Z,4e35eebf-bdb7-4e0b-817c-599f13f5dbc2,S2B_MSIL2A_20241218T051129_N0511_R019_T43PHL_20241218T094845.SAFE,T43PHL,26.198825,REAL_CDSE_SUCCESS,,,50x50,"SCL, B04, B08, B11, B12",,,,,,2024-12-18T05:11:29.024000Z,50x50,"SCL, B04, B08, B11, B12",2425.0,97.0,SUCCESS,"[78.01921,9.84105,78.02833,9.85003]",19095.0,,2500.0,,0.5529761949688098,,0.579050736497545,,0.16307371624177008,,-0.034482758620689655,,0.8750963762528913,,0.24791372020337976,,0.2479591836734694,,0.15315450807245268,,-0.35145010276318794,,0.667452212621105,,0.0469033536872588,,0.0410958904109589,,0.11332109682400107,,-0.36780772032046616,,0.4201605709188225,,0.6608586580901137,,0.6366315789473684,,0.10218982162223915,,686.3336082474227,,2396.481649484536,,2171.3521649484537,,1443.582268041237,MISSING_PRE,Pre Step 3A features are unusable (status: NONE).,,,,,,,,,,,,,,,,
FIRMS_TN_0142,142,2024-12-16,2036,2024-12-16T20:00,11.20212,77.56716,N20,VIIRS_N20,VIIRS,1.93,318.27,289.9,28.370000000000005,0.0060640336820938,1.075002423028976,n,1.0,N,0,0,0,15,8,1,15.08,308.0466666666667,0,0,1.4285052447132962,1.9937988538731808,60,Bare/sparse vegetation,COVERED,290.05405586036164,0.2900540558603616,823591866,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,1,1,1,1,1,290.05405586036164,0.2900540558603616,823591866,,Mining & Quarry,1,1,1,1,1,0.524639241213483,HIGH,False,Within 500 m of HIGHER_RELEVANCE facility: Mining & Quarry; Low FRP=1.93 MW; Recurring detection (8 active days); Landcover=Bare/sparse vegetation,UNVERIFIED,Other/Unclassified,350,CLOUD_REJECTED,True,Both pre and post observations rejected due to cloud/shadow cover.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-08T05:11:19.024000Z,74929c06-ad5d-47ca-b889-54bda6b13eb8,S2B_MSIL2A_20241208T051119_N0511_R019_T43PGN_20241208T075639.SAFE,T43PGN,34.568959,CLOUD_REJECTED,Valid surface pixel coverage too low: 28.0% (threshold: 70.0%),2024-12-18T05:11:29.024000Z,21ce1078-4d36-419b-b0d1-bd2e221808b5,S2B_MSIL2A_20241218T051129_N0511_R019_T43PGN_20241218T094845.SAFE,T43PGN,17.029287,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.4% (threshold: 70.0%),2024-12-08T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",700.0,28.0,SUCCESS,"[77.56258,11.19763,77.57174,11.20661]",20294.0,2024-12-18T05:11:29.024000Z,50x50,"SCL, B04, B08, B11, B12",11.0,0.44,SUCCESS,"[77.56258,11.19763,77.57174,11.20661]",20742.0,2500.0,2500.0,0.5394944899270726,0.5937900514119332,0.5953079933850256,0.6139630390143738,0.15392651296138035,0.053460506775761925,0.023726176584986387,0.4530236451140406,0.7551744529863986,0.6635304659498208,0.35090220346547174,0.29341789516258837,0.41394282051453346,0.30472797927461137,0.17506072689453622,0.04864929025949126,-0.18253599628425451,0.18660287081339713,0.6691761669176167,0.36804832326598624,0.12728797814227116,0.07120392027222953,0.15091500597727148,0.06576271186440678,0.09990652696162725,0.03920647115763808,-0.2014519056261343,0.014018691588785047,0.386952636282395,0.1379071379071379,0.6203107523914623,0.6305296699524905,0.5622425433882265,0.6402476780185758,0.13292219885011614,0.041049044180119586,939.9014285714286,890.0909090909091,3240.1885714285713,3484.6363636363635,2469.4142857142856,3021.909090909091,1537.9285714285713,1910.909090909091,INSUFFICIENT_VALID_DATA,"Valid pixel coverage too low: pre=28.0%, post=0.4% (threshold=70.0%).",,,,,,,,,,,,,,,,
FIRMS_TN_0176,176,2024-12-27,754,2024-12-27T07:00,10.76445,78.79064,N20,VIIRS_N20,VIIRS,4.52,338.28,294.36,43.91999999999996,0.0133617121910843,1.7083778602890038,n,1.0,D,1,0,0,1,1,0,4.52,338.28,0,0,1.3001430254321982,0.965990449351618,10,Tree cover,COVERED,501.0030636662363,0.5010030636662363,906637570,way,,Industrial Works,Manufacturing & Industrial Works,HIGHER_RELEVANCE,0,1,1,1,1,501.0030636662363,0.5010030636662363,906637570,,Manufacturing & Industrial Works,0,1,1,1,1,0.5088107508796644,HIGH,False,Within 2 km of HIGHER_RELEVANCE facility: Manufacturing & Industrial Works; Moderate FRP=4.5 MW; Landcover=Tree cover,UNVERIFIED,Other/Unclassified,361,PARTIAL_POST_ONLY,True,Post successful; pre unavailable: CLOUD_REJECTED (Valid surface pixel coverage too low: 8.7% (threshold: 70.0%)),1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-23T05:12:31.024000Z,0b0a4415-e34e-4cd1-83a1-fbdde3164077,S2A_MSIL2A_20241223T051231_N0511_R019_T44PKT_20241223T084549.SAFE,T44PKT,24.450816,CLOUD_REJECTED,Valid surface pixel coverage too low: 8.7% (threshold: 70.0%),2025-01-02T05:12:21.024000Z,d5e5bf49-413a-40b5-852c-71d20a937965,S2A_MSIL2A_20250102T051221_N0511_R019_T44PKT_20250102T080951.SAFE,T44PKT,32.14345,REAL_CDSE_SUCCESS,,2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",218.0,8.72,SUCCESS,"[78.78607,10.75996,78.79521,10.76894]",20373.0,2025-01-02T05:12:21.024000Z,50x50,"SCL, B04, B08, B11, B12",2480.0,99.2,SUCCESS,"[78.78607,10.75996,78.79521,10.76894]",20003.0,2500.0,2500.0,0.4938243192762346,0.44697990534110943,0.4705638480458838,0.44879437563297425,0.19810606894329316,0.18300167399338027,0.19929453262786595,-0.029680874804731087,0.7986928104575164,0.8049129501550203,0.20174222783625537,0.1075573437008819,0.15740621479971742,0.15832642776405723,0.2906082597919473,0.3241017977157408,-0.3054464743042513,-0.5763610500452606,0.6459909228441755,0.6654929577464789,0.06899867710570402,0.0045887942762034275,0.041437599392329647,0.03344780336304365,0.16995228171347232,0.19531769589776982,-0.24224643755238895,-0.46790098611390624,0.36276812274933457,0.39322533136966126,0.7675030003136325,0.8378270871051386,0.7910937410491751,0.773663961210077,0.22549128595594492,0.2680411402096978,1379.2614678899083,1109.8435483870967,3674.119266055046,2671.95,3450.7522935779816,2995.5431451612903,2972.5366972477063,2958.8875,INSUFFICIENT_VALID_DATA,"Valid pixel coverage too low: pre=8.7%, post=99.2% (threshold=70.0%).",,,,,,,,,,,,,,,,
FIRMS_TN_0433,433,2024-12-08,828,2024-12-08T08:00,11.69407,78.08384,N,VIIRS_SUOMI_NPP,VIIRS,3.76,340.55,297.42,43.13,0.011040963147849,1.5602476682433286,n,1.0,D,1,0,0,1,1,0,3.76,340.55,0,0,1.4473323332768655,0.6329996100835835,40,Cropland,COVERED,985.4623514185504,0.9854623514185504,31857907,way,Magnesite,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,1,1,1,1,985.4623514185504,0.9854623514185504,31857907,Magnesite,Mining & Quarry,0,1,1,1,1,0.5000224727605144,HIGH,False,Within 2 km of HIGHER_RELEVANCE facility: Mining & Quarry (Magnesite); Moderate FRP=3.8 MW; Landcover=Cropland,UNVERIFIED,Other/Unclassified,342,CLOUD_REJECTED,True,Post cloud-rejected (Valid surface pixel coverage too low: 0.0% (threshold: 70.0%)); pre: MISSING_PRODUCT,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",,,,,,MISSING_PRODUCT,No usable pre-event product was matched in catalogue search.,2024-12-23T05:12:31.024000Z,effc73fc-670f-47e6-ae7f-2aea916ba71f,S2A_MSIL2A_20241223T051231_N0511_R019_T43PHP_20241223T084549.SAFE,T43PHP,39.632958,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),,50x50,"SCL, B04, B08, B11, B12",,,,,,2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[78.07925,11.68958,78.08843,11.69856]",19178.0,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_BOTH,Pre features are None and post features are unusable.,,,,,,,,,,,,,,,,
FIRMS_TN_0539,539,2025-01-04,2055,2025-01-04T20:00,11.81536,77.91702,N,VIIRS_SUOMI_NPP,VIIRS,1.4,309.36,290.87,18.49000000000001,0.0045254719420739,0.8754687373538999,n,1.0,N,0,0,0,43,8,1,64.3,308.93627906976747,0,0,0.0540924456857427,-0.1350435354354679,50,Built-up,COVERED,161.19120712624948,0.1611912071262494,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,161.19120712624948,0.1611912071262494,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,0.5007824006321011,HIGH,False,Within 500 m of HIGHER_RELEVANCE facility: Steel / Metallurgy (JSW Steel Plant); Low FRP=1.40 MW; Recurring detection (8 active days); Landcover=Built-up,UNVERIFIED,Other/Unclassified,369,CLOUD_REJECTED,True,Both pre and post observations rejected due to cloud/shadow cover.,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-23T05:12:31.024000Z,effc73fc-670f-47e6-ae7f-2aea916ba71f,S2A_MSIL2A_20241223T051231_N0511_R019_T43PHP_20241223T084549.SAFE,T43PHP,39.632958,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),2025-01-07T05:11:19.024000Z,553cddbd-c91c-4f47-9e42-44bffdd6b831,S2B_MSIL2A_20250107T051119_N0511_R019_T43PHP_20250107T080132.SAFE,T43PHP,35.264638,CLOUD_REJECTED,Valid surface pixel coverage too low: 30.5% (threshold: 70.0%),2024-12-23T05:12:31.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[77.91243,11.81087,77.92161,11.81985]",20937.0,2025-01-07T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",763.0,30.52,SUCCESS,"[77.91243,11.81087,77.92161,11.81985]",19568.0,2500.0,2500.0,,0.3590736102157743,,0.35298452468680913,,0.2418773582978636,,-0.2593340060544904,,0.7839409528069783,,0.21045917775887035,,0.22231075697211156,,0.251388359855352,,-0.5492784771261897,,0.6957553387819668,,0.09105827088905674,,0.09769094138543517,,0.1624414281136958,,-0.5336721728081322,,0.45520361990950226,,0.7840617200045016,,0.7713717693836978,,0.18218765272854892,,958.045871559633,,2120.883355176933,,1730.73001310616,,1387.9882044560943,MISSING_PRE,Pre Step 3A features are unusable (status: ALL_PIXELS_MASKED).,,,,,,,,,,,,,,,,
FIRMS_TN_0478,478,2024-12-23,847,2024-12-23T08:00,11.48662,77.3672,N,VIIRS_SUOMI_NPP,VIIRS,8.34,367.0,293.65,73.35000000000002,0.0227247956403269,2.234306252240751,h,2.0,D,1,0,0,2,1,0,11.56,356.975,1,1,3.162379554638709,2.6397075625146345,10,Tree cover,COVERED,3168.492785063283,3.168492785063283,337856917,way,Thuckanaickenpalayam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,11267.727297648216,11.267727297648214,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,0.5312570515414371,HIGH,False,Within 5 km of CAUTION_LOWER_RELEVANCE facility: Substation & Electrical Infrastructure (Thuckanaickenpalayam); High FRP=8.3 MW; Landcover=Tree cover,UNVERIFIED,Other/Unclassified,357,REAL_CDSE_SUCCESS,True,,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-12-18T05:11:29.024000Z,21ce1078-4d36-419b-b0d1-bd2e221808b5,S2B_MSIL2A_20241218T051129_N0511_R019_T43PGN_20241218T094845.SAFE,T43PGN,17.029287,REAL_CDSE_SUCCESS,,2025-01-07T05:11:19.024000Z,ee5ce2ef-0024-4147-b8a5-17ed03f81809,S2B_MSIL2A_20250107T051119_N0511_R019_T43PGN_20250107T080132.SAFE,T43PGN,13.35683,REAL_CDSE_SUCCESS,,2024-12-18T05:11:29.024000Z,50x50,"SCL, B04, B08, B11, B12",2476.0,99.04,SUCCESS,"[77.36262,11.48213,77.37178,11.49111]",19272.0,2025-01-07T05:11:19.024000Z,50x50,"SCL, B04, B08, B11, B12",2323.0,92.92,SUCCESS,"[77.36262,11.48213,77.37178,11.49111]",19274.0,2500.0,2500.0,0.5224712471764903,0.49366079322457707,0.5177389369053835,0.4932580746315459,0.1799290445803603,0.2425608836380335,0.15087719298245614,-0.0879848628192999,0.8630403108305003,0.888296822577462,0.2445542203952705,0.3143092882998227,0.23586338232091897,0.37230340988169797,0.2525294354203024,0.2907589667588817,-0.2611342518423582,-0.3664242807461271,0.7924141465914916,0.8074935400516796,0.05559716573650295,0.13627390832795436,0.042587682368511855,0.16185476815398075,0.19156177953701592,0.2302058756358527,-0.325,-0.3430365296803653,0.591353811149033,0.6860158311345647,0.6661555533447061,0.6691723978209464,0.6669295478443743,0.6637731481481481,0.12349277112709736,0.151978631867425,707.4313408723748,671.361601377529,2352.8206785137318,2252.5906155832977,2098.463651050081,1704.876883340508,1439.6320678513732,1173.1971588463193,SUCCESS,,-0.02881045395191323,0.02881045395191323,-0.02448086227383761,0.02448086227383761,0.06975506790455219,0.06975506790455219,0.136440027560779,0.136440027560779,0.08067674259145141,0.08067674259145141,0.11926708578546891,0.11926708578546891,0.003016844476240288,0.003016844476240288,-0.0031563996962261642,0.0031563996962261642
FIRMS_TN_0008,8,2024-11-04,2025,2024-11-04T20:00,11.81736,77.91756,N20,VIIRS_N20,VIIRS,1.06,305.68,290.19,15.490000000000007,0.0034676786181627,0.7227059828014898,n,1.0,N,0,0,1,43,20,1,64.3,308.93627906976747,0,0,-0.4156983668999956,-0.616589020329746,50,Built-up,COVERED,215.91883199453267,0.2159188319945326,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,327.13180543896755,0.3271318054389675,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,0.6022624474950625,HIGH,False,Within 500 m of CAUTION_LOWER_RELEVANCE facility: Substation & Electrical Infrastructure; Low FRP=1.06 MW; Persistent location (active 20 days); Landcover=Built-up,UNVERIFIED,Other/Unclassified,308,CLOUD_REJECTED,True,Pre cloud-rejected (Valid surface pixel coverage too low: 0.0% (threshold: 70.0%)); post: MISSING_PRODUCT,1000m x 1000m,50x50,"SCL, B04, B08, B11, B12",2024-10-29T05:08:39.024000Z,f26a883d-7c73-45f4-b94b-bda569ca8c30,S2B_MSIL2A_20241029T050839_N0511_R019_T43PHP_20241029T073358.SAFE,T43PHP,23.18341,CLOUD_REJECTED,Valid surface pixel coverage too low: 0.0% (threshold: 70.0%),,,,,,MISSING_PRODUCT,No usable post-event product was matched in catalogue search.,2024-10-29T05:08:39.024000Z,50x50,"SCL, B04, B08, B11, B12",0.0,0.0,ALL_PIXELS_MASKED,"[77.91297,11.81287,77.92215,11.82185]",18595.0,,50x50,"SCL, B04, B08, B11, B12",,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_BOTH,Pre features are unusable and post features are None.,,,,,,,,,,,,,,,,
